date,scenario,sf
2014-02-11,control,2.026782583416667
2014-02-11,irrigation stop,3.9268493015
2014-02-12,control,1.6146356399166666
2014-02-12,irrigation stop,4.31153620875
2014-02-13,control,1.0570175370000001
2014-02-13,irrigation stop,1.18684169475
2014-02-14,control,2.0042665963333333
2014-02-14,irrigation stop,1.7093165861666666
2014-02-15,control,4.628999990916666
2014-02-15,irrigation stop,10.001149643
2014-02-16,control,1.1693889474999999
2014-02-16,irrigation stop,1.3751125195
2014-02-17,control,2.24614652
2014-02-17,irrigation stop,2.0200408343333334
2014-02-18,control,3.44527807475
2014-02-18,irrigation stop,8.418687975333333
2014-02-19,control,2.4264565548333334
2014-02-19,irrigation stop,6.8561880891666664
2014-02-20,control,4.515668046
2014-02-20,irrigation stop,8.437187519750001
2014-02-21,control,0.87705165125
2014-02-21,irrigation stop,1.7877630309166666
2014-02-22,control,4.679340806666667
2014-02-22,irrigation stop,9.587215637749999
2014-02-23,control,2.3783400771666665
2014-02-23,irrigation stop,5.823112482666667
2014-02-24,control,6.303333691083333
2014-02-24,irrigation stop,11.219764340000001
2014-02-25,control,5.874208994333333
2014-02-25,irrigation stop,12.67242881275
2014-02-26,control,9.209460182833334
2014-02-26,irrigation stop,14.7921080985
2014-02-27,control,4.70614574725
2014-02-27,irrigation stop,7.91038452925
2014-02-28,control,8.07993288575
2014-02-28,irrigation stop,14.353721555583332
2014-03-01,control,1.4703757135
2014-03-01,irrigation stop,1.9414964634166667
2014-03-02,control,5.819367204083333
2014-03-02,irrigation stop,12.191749624083332
2014-03-03,control,2.02936173325
2014-03-03,irrigation stop,2.5523124858333333
2014-03-04,control,7.243129888583333
2014-03-04,irrigation stop,13.467892226250001
2014-03-05,control,11.85496709725
2014-03-05,irrigation stop,18.835879805583332
2014-03-06,control,13.507839428583335
2014-03-06,irrigation stop,19.319637492583333
2014-03-07,control,15.128992592833335
2014-03-07,irrigation stop,21.00627336
2014-03-08,control,17.755044466583332
2014-03-08,irrigation stop,24.539796734166664
2014-03-09,control,19.457833826416667
2014-03-09,irrigation stop,26.985842201833332
2014-03-10,control,20.211772665166666
2014-03-10,irrigation stop,28.250650719083332
2014-03-11,control,18.570711784416666
2014-03-11,irrigation stop,27.196478869666667
2014-03-12,control,24.357206783416668
2014-03-12,irrigation stop,31.74286519183333
2014-03-13,control,23.864391501333333
2014-03-13,irrigation stop,31.81314112158333
2014-03-14,control,24.914280210833333
2014-03-14,irrigation stop,32.19587205208333
2014-03-15,control,20.1371325305
2014-03-15,irrigation stop,27.7431512845
2014-03-16,control,30.092526574666664
2014-03-16,irrigation stop,36.546921104333336
2014-03-17,control,28.623022411166666
2014-03-17,irrigation stop,33.40742553975
2014-03-18,control,30.313036118083332
2014-03-18,irrigation stop,36.544805031500005
2014-03-19,control,26.897885187666667
2014-03-19,irrigation stop,32.90263061666667
2014-03-20,control,30.461586931916667
2014-03-20,irrigation stop,36.65980904958334
2014-03-21,control,29.110456224416666
2014-03-21,irrigation stop,34.080986267499995
2014-03-22,control,9.805156351916667
2014-03-22,irrigation stop,16.357104951
2014-03-23,control,5.202319731333334
2014-03-23,irrigation stop,14.538038313416667
2014-03-24,control,13.408556684
2014-03-24,irrigation stop,25.097967355
2014-03-25,control,20.698032006833333
2014-03-25,irrigation stop,31.34642055775
2014-03-26,control,20.207602835666666
2014-03-26,irrigation stop,30.9291417855
2014-03-27,control,23.799344691666665
2014-03-27,irrigation stop,31.820585654333335
2014-03-28,control,27.936010000833335
2014-03-28,irrigation stop,33.906886156249996
2014-03-29,control,30.59362476175
2014-03-29,irrigation stop,34.97538219491666
2014-03-30,control,29.86144773908333
2014-03-30,irrigation stop,33.581252107833336
2014-03-31,control,30.147858296666666
2014-03-31,irrigation stop,34.42695114925
2014-04-01,control,30.01163397008333
2014-04-01,irrigation stop,35.988681242333335
2014-04-02,control,29.028835791416668
2014-04-02,irrigation stop,33.45025711783333
2014-04-03,control,19.2853971845
2014-04-03,irrigation stop,22.519176590999997
2014-04-04,control,31.476639499833333
2014-04-04,irrigation stop,34.86025774025
2014-04-05,control,22.31594179075
2014-04-05,irrigation stop,28.61873731875
2014-04-06,control,29.109603940166664
2014-04-06,irrigation stop,34.50356263058333
2014-04-07,control,32.82445375066666
2014-04-07,irrigation stop,37.093538896750005
2014-04-08,control,14.677671992166667
2014-04-08,irrigation stop,19.351850356499998
2014-04-09,control,32.976069450833336
2014-04-09,irrigation stop,38.14617926525
2014-04-10,control,34.1412886715
2014-04-10,irrigation stop,38.160166813083336
2014-04-11,control,35.520481860833335
2014-04-11,irrigation stop,38.40177676758333
2014-04-12,control,27.9925732065
2014-04-12,irrigation stop,31.65469742283333
2014-04-13,control,31.89774613275
2014-04-13,irrigation stop,36.324715409916664
2014-04-14,control,34.79447433391667
2014-04-14,irrigation stop,37.815808560916665
2014-04-15,control,32.86610428233333
2014-04-15,irrigation stop,36.537230069416665
2014-04-16,control,29.9806304185
2014-04-16,irrigation stop,35.50233889183333
2014-04-17,control,30.939891722916666
2014-04-17,irrigation stop,35.273495953166666
2014-04-18,control,13.935062378916667
2014-04-18,irrigation stop,21.04589360825
2014-04-19,control,1.57371358875
2014-04-19,irrigation stop,2.941107655583333
2014-04-20,control,27.378779766583335
2014-04-20,irrigation stop,29.653038612083332
2014-04-21,control,28.455704557416666
2014-04-21,irrigation stop,30.906722174416668
2014-04-22,control,30.80072371558333
2014-04-22,irrigation stop,30.716642534416664
2014-04-23,control,34.55892132216667
2014-04-23,irrigation stop,34.3064060465
2014-04-24,control,36.20385386725
2014-04-24,irrigation stop,36.631062669
2014-04-25,control,31.898366956333334
2014-04-25,irrigation stop,33.27455469658334
2014-04-26,control,29.486834407666667
2014-04-26,irrigation stop,30.526611439249997
2014-04-27,control,9.994987604833334
2014-04-27,irrigation stop,17.63183907975
2014-04-28,control,1.5507411294166666
2014-04-28,irrigation stop,3.3857470853333336
2014-04-29,control,24.533629999166667
2014-04-29,irrigation stop,28.27903171366667
2014-04-30,control,21.03898872883333
2014-04-30,irrigation stop,24.04206232758333
2014-05-01,control,35.75216707566666
2014-05-01,irrigation stop,37.008769523333335
2014-05-02,control,15.640739936500001
2014-05-02,irrigation stop,18.86388049216667
2014-05-03,control,36.65975171433333
2014-05-03,irrigation stop,38.87627366925
2014-05-04,control,37.68534625066667
2014-05-04,irrigation stop,39.024453025666666
2014-05-05,control,45.10749193191667
2014-05-05,irrigation stop,44.6698713375
2014-05-06,control,35.99547638733333
2014-05-06,irrigation stop,36.580821917166666
2014-05-07,control,12.144275423749999
2014-05-07,irrigation stop,15.039061037166668
2014-05-08,control,35.620425746500004
2014-05-08,irrigation stop,36.253879173916665
2014-05-09,control,38.62584966633333
2014-05-09,irrigation stop,38.00894134225
2014-05-10,control,32.93069319366667
2014-05-10,irrigation stop,32.752707350916666
2014-05-11,control,18.63342786575
2014-05-11,irrigation stop,19.97927919616667
2014-05-12,control,25.003245327583333
2014-05-12,irrigation stop,27.63082939466667
2014-05-13,control,26.509159474083333
2014-05-13,irrigation stop,31.071061057999998
2014-05-14,control,26.618798156333334
2014-05-14,irrigation stop,31.446497968333333
2014-05-15,control,35.865291161083334
2014-05-15,irrigation stop,36.16372917225
2014-05-16,control,36.42508327583333
2014-05-16,irrigation stop,36.60209862716667
2014-05-17,control,38.03431397025
2014-05-17,irrigation stop,37.08363334525
2014-05-18,control,33.167111291
2014-05-18,irrigation stop,32.03834748216667
2014-05-19,control,33.77061721841667
2014-05-19,irrigation stop,30.063331082
2014-05-20,control,33.85260157966667
2014-05-20,irrigation stop,29.282810339499996
2014-05-21,control,33.463223006583334
2014-05-21,irrigation stop,27.910071027333334
2014-05-22,control,30.17664882175
2014-05-22,irrigation stop,23.085047028833333
2014-05-23,control,25.944942316916666
2014-05-23,irrigation stop,22.706864426166668
2014-05-24,control,36.392392494
2014-05-24,irrigation stop,30.625446848333333
2014-05-25,control,37.03611284366667
2014-05-25,irrigation stop,31.063371504333332
2014-05-26,control,18.979845219833337
2014-05-26,irrigation stop,17.245527883666668
2014-05-27,control,21.307511071583335
2014-05-27,irrigation stop,19.68530355391667
2014-05-28,control,32.69704803283334
2014-05-28,irrigation stop,25.926067811583337
2014-05-29,control,40.10946092333333
2014-05-29,irrigation stop,28.555137343416668
2014-05-30,control,37.38287853283333
2014-05-30,irrigation stop,11.221374364583333
2014-05-31,control,38.226927027416664
2014-05-31,irrigation stop,10.7260513735
2014-06-01,control,34.930867243916666
2014-06-01,irrigation stop,19.71741683466667
2014-06-02,control,36.41080650833334
2014-06-02,irrigation stop,20.892286628166666
2014-06-03,control,30.498367020083336
2014-06-03,irrigation stop,17.415802784333334
2014-06-04,control,16.066359915666666
2014-06-04,irrigation stop,9.161325765666668
2014-06-05,control,34.59877633808333
2014-06-05,irrigation stop,9.500819201916666
2014-06-06,control,38.70891677116667
2014-06-06,irrigation stop,22.417112978749998
2014-06-07,control,38.79715897458333
2014-06-07,irrigation stop,20.900100151916668
2014-06-08,control,38.35515558516667
2014-06-08,irrigation stop,19.89858205266667
2014-06-09,control,34.13252154983333
2014-06-09,irrigation stop,18.06414187033333
2014-06-10,control,33.717577978583336
2014-06-10,irrigation stop,16.49837420875
2014-06-11,control,37.703106343916666
2014-06-11,irrigation stop,18.952892722833333
2014-06-12,control,34.0676764635
2014-06-12,irrigation stop,18.126629708
2014-06-13,control,29.735815803999998
2014-06-13,irrigation stop,15.751550846666667
2014-06-14,control,24.31736735725
2014-06-14,irrigation stop,6.093643219166666
2014-06-15,control,34.31557393725
2014-06-15,irrigation stop,7.969064579833334
2014-06-16,control,38.261649371833336
2014-06-16,irrigation stop,17.070617107833336
2014-06-17,control,26.679982875333334
2014-06-17,irrigation stop,11.762190338833333
2014-06-18,control,30.059873643583334
2014-06-18,irrigation stop,11.683475496333333
2014-06-19,control,32.9571145715
2014-06-19,irrigation stop,6.39509730125
2014-06-20,control,35.66975467966667
2014-06-20,irrigation stop,13.930130148833333
2014-06-21,control,38.306127862416666
2014-06-21,irrigation stop,13.0250783795
2014-06-22,control,31.771591415833335
2014-06-22,irrigation stop,10.4815920985
2014-06-23,control,23.423209427166668
2014-06-23,irrigation stop,6.201245051333333
2014-06-24,control,20.728497650666668
2014-06-24,irrigation stop,7.3633141887499995
2014-06-25,control,37.487162983999994
2014-06-25,irrigation stop,15.92161704825
2014-06-26,control,44.15501646341667
2014-06-26,irrigation stop,17.22780557825
2014-06-27,control,41.58940331141667
2014-06-27,irrigation stop,14.03833081175
2014-06-28,control,33.347749445
2014-06-28,irrigation stop,8.852525701416667
2014-06-29,control,17.687551316083333
2014-06-29,irrigation stop,5.5395989708333335
2014-06-30,control,39.687885904750004
2014-06-30,irrigation stop,12.714126622583333
2014-07-01,control,41.71382503825
2014-07-01,irrigation stop,12.351449207666667
2014-07-02,control,2.1280657970833334
2014-07-02,irrigation stop,3.570361515
2014-07-03,control,41.35202515325
2014-07-03,irrigation stop,13.8047608785
2014-07-04,control,37.87018217908333
2014-07-04,irrigation stop,11.9093554795
2014-07-05,control,29.950885827999997
2014-07-05,irrigation stop,7.429352405583334
2014-07-06,control,43.03110565083334
2014-07-06,irrigation stop,12.009409070583335
2014-07-07,control,16.691664842166666
2014-07-07,irrigation stop,4.75058504125
2014-07-08,control,4.331207028583334
2014-07-08,irrigation stop,0.6333616515833334
2014-07-09,control,33.675975213166666
2014-07-09,irrigation stop,17.06466152225
2014-07-10,control,1.9278832099166667
2014-07-10,irrigation stop,1.6075974303333334
2014-07-11,control,21.611198091333332
2014-07-11,irrigation stop,17.75510014341667
2014-07-12,control,35.08293538308333
2014-07-12,irrigation stop,25.347882785916667
2014-07-13,control,42.8220228505
2014-07-13,irrigation stop,26.49938238025
2014-07-14,control,40.239842092
2014-07-14,irrigation stop,22.587425117083335
2014-07-15,control,48.16826601166667
2014-07-15,irrigation stop,23.469688373583335
2014-07-16,control,43.481638550666666
2014-07-16,irrigation stop,19.074429881249998
2014-07-17,control,47.30501652233333
2014-07-17,irrigation stop,17.82744413933333
2014-07-18,control,43.86373293691666
2014-07-18,irrigation stop,15.604829592333335
2014-07-19,control,36.36264674766667
2014-07-19,irrigation stop,11.946898745666667
2014-07-20,control,16.180798434416666
2014-07-20,irrigation stop,4.5817707832500005
2014-07-21,control,18.366024449999998
2014-07-21,irrigation stop,9.090274886583334
2014-07-22,control,18.460135248583335
2014-07-22,irrigation stop,16.53521247425
2014-07-23,control,45.589135060083336
2014-07-23,irrigation stop,32.328390869
2014-07-24,control,16.186725681083335
2014-07-24,irrigation stop,13.083891271333332
2014-07-25,control,46.45036218241667
2014-07-25,irrigation stop,31.40680386066667
2014-07-26,control,8.705577215416668
2014-07-26,irrigation stop,7.598241761833334
2014-07-27,control,45.49889264158333
2014-07-27,irrigation stop,32.41070991233333
2014-07-28,control,32.17825840575
2014-07-28,irrigation stop,22.06803420625
2014-07-29,control,23.410758222583333
2014-07-29,irrigation stop,18.583039875416667
2014-07-30,control,23.80789687758333
2014-07-30,irrigation stop,21.19442181475
2014-07-31,control,45.452632013
2014-07-31,irrigation stop,34.6426680705
2014-08-01,control,46.461052018416666
2014-08-01,irrigation stop,34.42543962691667
2014-08-02,control,28.829369582166667
2014-08-02,irrigation stop,24.404751123416666
2014-08-03,control,24.373236677583336
2014-08-03,irrigation stop,21.42367103466667
2014-08-04,control,43.733582888166666
2014-08-04,irrigation stop,35.24005513383334
2014-08-05,control,45.963344053916664
2014-08-05,irrigation stop,36.813493870833334
2014-08-06,control,44.27354840783333
2014-08-06,irrigation stop,34.89160394991667
2014-08-07,control,42.77807011233334
2014-08-07,irrigation stop,34.171901967833335
2014-08-08,control,41.20193781975
2014-08-08,irrigation stop,33.7728675315
2014-08-09,control,32.18370066841667
2014-08-09,irrigation stop,27.2488131645
2014-08-10,control,42.91478904358333
2014-08-10,irrigation stop,35.175066598166666
2014-08-11,control,4.78602028875
2014-08-11,irrigation stop,5.7061722174166665
2014-08-12,control,33.92623671783333
2014-08-12,irrigation stop,31.2437702875
2014-08-13,control,18.062697781666667
2014-08-13,irrigation stop,18.060054847416666
2014-08-14,control,41.43641398466667
2014-08-14,irrigation stop,38.662526105750004
2014-08-15,control,32.516706664
2014-08-15,irrigation stop,31.135989264916667
2014-08-16,control,43.23485972116667
2014-08-16,irrigation stop,39.18993568816667
2014-08-17,control,44.402098187
2014-08-17,irrigation stop,37.715881163166664
2014-08-18,control,47.489590855083335
2014-08-18,irrigation stop,39.73643978125
2014-08-19,control,34.283809265
2014-08-19,irrigation stop,29.941632273833335
2014-08-20,control,33.41348103825
2014-08-20,irrigation stop,29.48088365775
2014-08-21,control,42.443589826
2014-08-21,irrigation stop,35.75105605941667
2014-08-22,control,44.953479114416666
2014-08-22,irrigation stop,36.54388576216667
2014-08-23,control,40.308870140083336
2014-08-23,irrigation stop,32.4938415675
2014-08-24,control,38.156016544833335
2014-08-24,irrigation stop,28.979817261333334
2014-08-25,control,20.115529224166664
2014-08-25,irrigation stop,17.65251475825
2014-08-26,control,2.3006412801666665
2014-08-26,irrigation stop,3.0958465991666664
2014-08-27,control,39.524626667
2014-08-27,irrigation stop,34.11506076633333
