ψ_kPa_100mm,ψ_kPa_200mm,ψ_kPa_400mm,ψ_kPa_600mm,ψ_kPa_800mm,ψ_kPa_1000mm,ψ_kPa_1200mm,date,ψ_kPa_eff,RWU,AET,cap
-102.00596052013977,-62.02475500544746,-45.46742688031123,-42.034348803937235,-39.09855592593503,-37.70462841808106,-35.53909940072088,2024-04-26,-53.143143940945706,0.42263015346094457,0.48050152661817075,10.0
-131.25928742311532,-71.80618986574676,-49.57512569490453,-45.4576188574506,-41.8835097563005,-40.179102491595536,-37.53699716189517,2024-04-27,-53.706853601788815,0.4211383961811623,0.4764015156863166,10.0
-159.78385068577734,-82.86078655836407,-54.56178907508047,-49.58195722611397,-45.2198098498862,-43.13911224732176,-39.93858279233693,2024-04-28,-58.92335599567944,0.516273468061152,0.5800388487874968,10.0
-169.7760495946415,-85.28648907312738,-57.21824369237526,-52.352171015567215,-47.92156762848262,-45.75568733417513,-42.30770672333287,2024-04-29,-54.58858677517783,0.29602307562211255,0.3199199530495135,10.0
-208.9017990763791,-100.09100908190209,-63.72529963932237,-57.454239143609584,-51.88701147526631,-49.22579153951843,-45.14618495815681,2024-04-30,-68.28791095119246,0.6194779079990269,0.6939005843110677,10.0
-240.51505432928911,-111.08937651702578,-70.74517788771182,-63.42662489678059,-56.76990682165614,-53.5669740737174,-48.67545469817805,2024-05-01,-71.35609630290064,0.6638375168201579,0.739207086653973,10.0
-263.12378185410023,-119.12480372681111,-76.49923220905373,-68.66393698458444,-61.397556083658316,-57.86092432611083,-52.38176647199074,2024-05-02,-73.18380240789266,0.5676399804705953,0.6277528005476481,10.0
-117.88226036206214,-82.7261019396594,-75.69191238936166,-70.13992266591504,-63.97540053337468,-60.76599625640311,-55.43653301436391,2024-05-03,-70.74091002258672,0.3253209996856591,0.3442003002304128,10.0
-87.29610774924285,-75.9533078179354,-73.80981127824695,-69.67442503220055,-64.8341842412972,-62.22332818078726,-57.58507608960614,2024-05-04,-71.27786163434695,0.2826245070023616,0.2744887844508486,10.0
-147.20089533173027,-100.3873245146822,-78.21751346834934,-72.64526050123102,-67.19964766203522,-64.45030109066552,-59.84688116964826,2024-05-05,-105.80053060046899,0.7096289126575074,0.7248947250529769,10.0
-178.22357153008846,-114.10826350080492,-85.15447354051524,-78.14361250210924,-71.46839180554592,-68.1798654096469,-62.955971806591016,2024-05-06,-88.57797178256756,0.5741069348724869,0.6248299441424343,10.0
-1.5201693553824958,-8.232211872135778,-48.37310557161592,-61.71345547720963,-66.45760346740045,-66.86724650008095,-64.26196413535791,2024-05-07,-55.69838274159689,0.10853098172994356,0.09609234690375935,10.0
-0.2461536130259228,-0.5364235737377113,-3.582669953171269,-6.735563719099378,-15.720743778635708,-22.705851220252423,-39.4744042100241,2024-05-08,-0.39219085868516435,0.31946878532570416,0.03211397865176676,10.0
-5.0116440130172055,-6.537220408323273,-9.39816622084441,-9.448465195290307,-10.464870272617828,-11.32005423071865,-14.738130584549578,2024-05-09,-6.937962451486703,1.0405894597588592,0.7987287079401847,10.0
-12.750963802109982,-13.038699673692582,-14.35521614128027,-13.766519486400007,-13.848051692255313,-14.084852205709394,-15.330690878805129,2024-05-10,-13.584896052827691,1.092461476551969,1.0152277211304046,10.0
-28.365597312443317,-21.848127865421002,-19.19165333711374,-17.867821300614576,-17.131106024102262,-16.900404562155266,-16.95543743380345,2024-05-11,-24.408025391904243,1.084005335303958,1.087816026043824,10.0
-60.17186561148018,-33.57512661653149,-24.131195165425385,-21.934918490415715,-20.329935891899293,-19.641967543502485,-18.77429054882075,2024-05-12,-42.617681574366,1.0723270096513435,1.1279922927227348,10.0
-30.482633320998396,-25.99322186713942,-26.65309014576607,-24.740205295285445,-22.915421100371688,-22.019472077856268,-20.610982251712464,2024-05-13,-26.870051787503414,0.7535101195042301,0.8027633997991669,10.0
-26.26807014500735,-25.33233281979952,-27.46233217278078,-25.86993514660302,-24.234554639206483,-23.391175703479497,-21.92931360924367,2024-05-14,-26.470350638007343,0.6492246836051863,0.6355226692070046,10.0
-53.47049228197008,-37.09331077917364,-30.193104736861468,-27.82766513681714,-25.769237058129374,-24.773538467207313,-23.14741991962236,2024-05-15,-43.05376521414914,0.8700941974270298,0.8744351861256449,10.0
-74.27234767048101,-45.47571642457088,-33.47958074931228,-30.49390466319084,-27.905831714318996,-26.666813265463702,-24.70724933954414,2024-05-16,-46.322715656943096,0.6383478962370308,0.6779274183474271,10.0
-2.5947072815927386,-7.48826582492009,-24.35797993623224,-26.867560206697487,-27.223193928681972,-26.95021095628227,-25.695062442102426,2024-05-17,-21.243090093753008,0.18853777036970573,0.18522996874760672,10.0
-9.618995154889893,-13.961507090368448,-22.32071975382161,-23.055057662316674,-23.719705414488214,-24.008082962542243,-24.132130383019287,2024-05-18,-14.437833301664089,1.1692124213961412,1.1069736618299326,10.0
-20.83922502641052,-22.222543308546072,-25.310371596822257,-24.582894270483234,-24.09404608591749,-23.891320256077062,-23.588759504585024,2024-05-19,-22.66109757692512,0.9695651627587758,0.9410687425500487,10.0
-46.56166810868438,-34.4081162166287,-29.56827599275138,-27.638023651210354,-26.1363817722649,-25.459752670503985,-24.47730499965094,2024-05-20,-39.39829550588436,1.0594091248802582,1.0922739074285657,10.0
-78.35684878145298,-46.49409605194895,-33.80144178457866,-30.987196467122924,-28.68914236301806,-27.625552557334757,-26.030987893860676,2024-05-21,-51.84481121364365,0.7356038563086714,0.7857946939024081,10.0
-20.146066085895182,-24.22913413756659,-33.90675425167816,-32.62239240487336,-30.723072770111838,-29.66368419254596,-27.791034097633005,2024-05-22,-28.710197517741165,0.6420533632155521,0.6974088177586995,10.0
-40.94765106715635,-35.92253848471436,-35.29628320484064,-33.39328916730576,-31.526072933254795,-30.5671452012061,-28.863521603204575,2024-05-23,-38.74467155069797,1.0108273983807226,0.9814661147879479,10.0
-10.554628677760016,-17.167031066627295,-31.729309800435328,-32.176067908164505,-31.51921974426803,-30.961409020027855,-29.602548351119278,2024-05-24,-20.85172734293502,0.3978895314592354,0.39353603354392735,10.0
-19.840833488560133,-24.371540371082375,-31.331012743004337,-30.9974890713142,-30.507587309745777,-30.198500356879354,-29.4136012816384,2024-05-25,-23.60320073861946,0.7697450632418874,0.7108393544125122,10.0
-40.87423919596321,-35.64570840988898,-34.71711275280122,-33.07505682711032,-31.66649977898216,-30.99086355239358,-29.87575945651306,2024-05-26,-38.537527484124645,1.0098382491308269,1.0296345801854374,10.0
-79.60354927428216,-51.19653913971029,-39.435710019293225,-36.532980412174325,-34.11698407112509,-32.987846683934976,-31.264727533056046,2024-05-27,-59.86024060394813,0.927962261627288,0.9902563192829859,10.0
-5.5023603011808415,-12.380374193051837,-32.440658972411896,-34.5051540215652,-34.426617542424395,-33.96770435270824,-32.53930457489994,2024-05-28,-26.06278182415037,0.37699005045254114,0.40855990054861646,10.0
-17.08973759237065,-22.272279401101784,-31.608540139961075,-31.994726875463975,-32.18300443605203,-32.19696682958523,-31.82062936223034,2024-05-29,-22.43309692017929,1.2887543210773078,1.2331346755204242,10.0
-24.815789403187065,-27.88919670116146,-33.33408374145043,-32.76601571336134,-32.240468437597,-31.974361378222724,-31.452584229381138,2024-05-30,-27.846175812152474,0.6599981220529808,0.6134434915533252,10.0
-4.031113069188935,-9.600530217551848,-26.953539117067535,-29.832699347686646,-31.147985865323935,-31.478524647181644,-31.36786501332585,2024-05-31,-13.320257706385298,0.5839195634572787,0.5826496396258098,10.0
-6.642234353931052,-11.906742474715676,-23.188387784545853,-25.09530154305112,-26.894346735088945,-27.76308519461495,-28.903694146578808,2024-06-01,-7.412367790711706,0.29482610360246975,0.20194956401633923,10.0
-17.395630905218397,-20.506761717024073,-26.22918381210191,-26.256371645747585,-26.614685533036212,-26.875979006321042,-27.458798389085704,2024-06-02,-20.972219923467947,1.1030807440493067,1.1211706746313441,10.0
-9.46472464781984,-14.876059430355212,-25.725153060720395,-26.43105405035396,-26.842209111343,-27.003902091542578,-27.216094854570564,2024-06-03,-15.385445237174473,0.3788810911571908,0.3635957604071255,10.0
-21.900436842799685,-23.93972289438332,-28.089323787438357,-27.570514660952778,-27.289738698682747,-27.195358944309042,-27.102070401740903,2024-06-04,-24.372520418437055,0.9875635359870676,1.007079306563066,10.0
-56.102356736346074,-39.46659574117196,-33.50163340820797,-31.39202384982724,-29.791180566020312,-29.087801279747737,-28.12923720431529,2024-06-05,-46.82007940922364,1.3264672142764353,1.4032374144712996,10.0
-141.23713848729568,-63.15784901363683,-40.71437049269553,-36.830845561682786,-33.71837951923827,-32.30842222256455,-30.30166343264629,2024-06-06,-86.64625602231743,1.3325824637989503,1.4446494001199004,10.0
-72.45327594671109,-51.097636365249926,-44.964643303708925,-41.14493475354253,-37.479202285156646,-35.69042449602063,-32.936596409297685,2024-06-07,-45.07667702002655,0.7834930915650837,0.8618529250413769,10.0
-83.73003851021626,-58.03796203147719,-48.25890534898025,-44.237739850214915,-40.36196380855304,-38.441526705213406,-35.366748108238895,2024-06-08,-59.80840200743547,0.9407856646318519,0.9842833438085844,10.0
-79.95900339868659,-59.93271793982614,-50.28130150626431,-46.38534062226618,-42.557947053475914,-40.63520087106666,-37.4781271089336,2024-06-09,-52.48286490518976,0.5227321412642965,0.5345700629255427,10.0
-38.03547686544734,-40.54483427782195,-49.62307615704499,-47.3009711221412,-44.1762814177215,-42.454402428820174,-39.3986126531988,2024-06-10,-43.91961073081583,0.5939254607656166,0.6096823971791621,10.0
-43.16179250427729,-42.90394071685419,-49.30536707392764,-47.35216938305347,-44.8216787089649,-43.408776480822596,-40.76000450284151,2024-06-11,-45.41693780505612,0.916509062502415,0.8720259713862133,10.0
-52.17783489334947,-51.04502800749467,-48.806369704277074,-46.72783640404607,-44.60375349763564,-43.47810227576348,-41.36937878573751,2024-06-12,-51.032387076936246,0.24860662225810987,0.1815522458204086,10.0
-106.36886783856023,-69.67603838483763,-54.489834393657,-50.641909970948,-47.221618682011915,-45.57175314749206,-42.94728739135477,2024-06-13,-82.76063200267447,0.9999088790520198,1.0586278163163458,10.0
-219.80344745361657,-107.43757934535371,-65.79505074267473,-58.848542006900374,-52.94863830287526,-50.21326848884313,-46.21984304193744,2024-06-14,-106.8913858458875,1.2663548179399327,1.3955396512911045,10.0
-111.3365999296676,-75.71814786717427,-66.87920353695398,-61.75160702992691,-56.40530594847988,-53.696311861249725,-49.349195108375994,2024-06-15,-63.15802330485725,0.38053837277572305,0.4133359783040175,10.0
-3.2986261698349204,-11.359712245873549,-45.88320555185808,-53.04985204085342,-54.435830074266306,-53.912156283868306,-51.11042399765133,2024-06-16,-36.437199673063745,0.4255206098061476,0.44275745179549536,10.0
-12.26363994964564,-20.89108051854639,-39.410057479188005,-42.8986372608476,-45.80436690196004,-47.04217349345973,-47.85444025490155,2024-06-17,-20.387867861627655,1.3691840901210395,1.1997352118899198,10.0
-34.91080505718033,-37.93636416165518,-45.12187217617718,-45.071602787339096,-45.324615254535914,-45.517687421292905,-45.81757658089089,2024-06-18,-38.9519515871851,1.4514461207650882,1.3917324918988476,10.0
-102.03304249780368,-65.17293891555998,-53.67569014325164,-50.86751646331752,-48.802916040958806,-47.927462566325104,-46.824125285545044,2024-06-19,-83.69906008138125,1.3771734212976274,1.414332420107181,10.0
-189.48501929484146,-98.6841132055628,-66.25257167773024,-60.24786966767682,-55.345603160491535,-53.14185649407384,-50.13751146108229,2024-06-20,-100.16689112540524,1.274366819832286,1.4068292878525253,10.0
-65.83520363118413,-58.844132290472345,-64.92454883047857,-61.90921230773752,-58.203251438093936,-56.22780792644269,-52.92874799307733,2024-06-21,-61.69895897184596,0.23575230505351252,0.25125463404929577,10.0
-1.041815079624973,-5.92005042262228,-35.88221366915931,-46.981499104787964,-52.33977452550868,-53.63680226935339,-53.058807094188296,2024-06-22,-19.201089445493913,0.117905811119846,0.07570679770308165,10.0
-1.2693427949457903,-3.708952036373611,-15.83765493923409,-22.563367109775275,-30.848367138722367,-35.40351952789702,-42.32113989487906,2024-06-23,-3.690174451848284,0.6563843004174466,0.4630364606437587,10.0
-6.087181269589151,-9.811082899002919,-17.98216724407726,-20.013147872848297,-23.332453686963156,-25.443478158833607,-30.469293764209173,2024-06-24,-10.269592335401816,0.9284698161178191,0.7963914147870517,10.0
-18.19940005646532,-19.86717833969967,-24.031439626420536,-24.173337754481093,-25.201277955376995,-25.989752327181744,-28.305000832682058,2024-06-25,-20.96548698075909,1.4516871922181238,1.4471087122345196,10.0
-43.558295449486835,-33.80629772380778,-30.507378772074695,-29.220823309500915,-28.738189276865118,-28.70248684100188,-29.295453861657986,2024-06-26,-38.34760050209495,1.2389535431771226,1.263440248019278,10.0
-70.08578281204187,-46.3488172993701,-36.2709586729929,-33.95570745491311,-32.36274421696408,-31.72378516856795,-31.096769669545278,2024-06-27,-51.45886970089447,0.8008669612339775,0.8477648617011045,10.0
-193.00792388064812,-76.86606769457268,-46.11837803627338,-41.41354627804496,-37.755496498391025,-36.14400680984352,-34.007194604575375,2024-06-28,-110.70261550511503,1.58454222607797,1.7224296842072992,10.0
-354.13929833209403,-124.66964219405303,-60.34207430618559,-52.05190573493079,-45.384428669697996,-42.40517507827516,-38.34169665595972,2024-06-29,-80.55835871393217,1.5384101336706282,1.7153060167431073,10.0
-300.54896013358183,-107.7423198876694,-65.03345889370638,-57.52800008052296,-50.67698795046726,-47.39208718717832,-42.47935618868337,2024-06-30,-60.74363563719827,0.6333305812358191,0.6756058325784325,10.0
-330.5767762022071,-117.86037679594332,-71.1920498265718,-62.933603076749215,-55.40228028850454,-51.784275200275275,-46.30100052121373,2024-07-01,-68.5107906457717,0.6773330096233257,0.7301636625404844,10.0
-145.32830368303593,-91.05835594923506,-77.41007980490213,-69.17859276507762,-60.87849609314361,-56.7855168861126,-50.524179458042056,2024-07-02,-74.4513020106188,0.875450917140441,0.9556135872865111,10.0
-251.20662706460408,-143.69461453096937,-87.61265202323894,-76.89054648980478,-67.03782919975136,-62.30612891310136,-55.1784115377448,2024-07-03,-107.14886287631694,1.1606972114818175,1.241083991018697,10.0
-231.7878371116299,-129.89207569015565,-92.35058611368027,-82.24509966065987,-72.27627303755497,-67.35057202948703,-59.740676845639,2024-07-04,-85.70109128198743,0.6173062205330506,0.6574743796414968,10.0
-391.9565525316751,-207.95361785993205,-114.97266468111819,-97.93885337783675,-83.01658014251827,-76.10107423868912,-66.26395563761997,2024-07-05,-134.33510571738057,1.440839668842182,1.5870368386821339,10.0
-573.6144419007088,-254.63342711139884,-148.24132987643486,-122.12262141784385,-99.61065759129023,-89.41272270701495,-75.66655072092168,2024-07-06,-140.1702206304504,1.4683914421798256,1.6708238461779397,10.0
-2.2685418220573252,-12.576042152406337,-81.31569568102947,-100.1674076542688,-98.94416128035168,-94.25755827156853,-82.57361334242937,2024-07-07,-87.333666547449,0.5463166965397316,0.6050482105125339,10.0
-8.33366119492538,-19.993992322512238,-54.81116518103503,-65.27247529157516,-73.31699513539836,-76.37627047760091,-76.63057552108545,2024-07-08,-15.533778391238265,1.5400773466263495,1.1124722297285103,10.0
-29.749353726229234,-40.45573689148087,-60.60222422169905,-63.553174394799846,-66.51791702816001,-67.98353293340017,-69.58235429419467,2024-07-09,-39.5450052075442,1.7115408223527722,1.483901102594001,10.0
-111.80079289183578,-81.45470122874748,-74.10966644328406,-71.62844372854894,-70.0870547754982,-69.53503612970769,-69.00178613079265,2024-07-10,-100.22122793476635,1.7865931297579278,1.7583157438841557,10.0
-131.24303480506399,-97.87685897766471,-87.14389521360373,-81.89764112342324,-77.25332166206887,-75.11965539881622,-72.22336422906699,2024-07-11,-99.32215982813759,1.053442578210655,1.1645585848352842,10.0
-275.338351261135,-156.01368331879704,-105.35606712420277,-95.4879226263392,-87.03188545207797,-83.1397721739158,-77.67982156974287,2024-07-12,-157.49995169029427,1.2908978600143641,1.4286445335447082,10.0
-0.25722813405377626,-3.760116737363238,-46.352937670664666,-69.80867290994026,-80.21670154872274,-82.18255204287505,-80.08239198878229,2024-07-13,-61.160243995138174,0.15866990191438884,0.17657728389554334,10.0
-6.513199403353818,-12.82392370332042,-30.736041496429284,-38.13598954241327,-48.25818142145997,-54.13721173594652,-63.8545517641068,2024-07-14,-12.598694824588918,1.5132225311436514,1.2226982400503654,10.0
-19.54873075197236,-26.167835664330337,-38.75586768817392,-41.445715786516324,-45.621096216142575,-48.21417372488649,-54.03067406938231,2024-07-15,-26.737453954890338,1.4345308831031809,1.2646376707236893,10.0
-0.46258183125077285,-2.639073651162501,-21.38394379602768,-32.340249784772396,-41.26294499864007,-45.22020402939424,-50.85630464953896,2024-07-16,-9.895861812755289,1.1213232322881206,1.0740609782054293,10.0
-4.141801176391565,-7.730341222555926,-17.966440435097937,-21.468347751475143,-26.81164142740061,-30.151619792933072,-37.74580920873883,2024-07-17,-10.018777015434814,1.39346183291,1.3021819163263346,10.0
-13.44898514553068,-17.010961160958544,-23.82707847141538,-24.890375397816353,-27.112493630028762,-28.615707828690738,-32.6383313194155,2024-07-18,-18.069612046268297,1.4262450603017087,1.3749310297211765,10.0
-36.749228668314004,-31.555598923483725,-31.23791058236373,-30.542771731747408,-30.834013467734014,-31.260387033963614,-32.9569195147958,2024-07-19,-34.93490558718372,1.4453567643315663,1.4614387921240075,10.0
-95.00304169537657,-53.94016994750241,-39.979284686056836,-37.403088134278605,-35.84886367951157,-35.316314762834544,-35.15334782022562,2024-07-20,-70.0499884355044,1.4232272147451477,1.507879922840301,10.0
-248.99874781132206,-94.5467146115359,-52.86937158826186,-47.21347531263333,-42.94556927759031,-41.11976703268824,-38.88213756133658,2024-07-21,-117.76615319940703,1.6547992127811615,1.811488692498086,10.0
-23.890502813748213,-30.98215155345716,-50.284639852427205,-49.13799886673403,-46.424918106396134,-44.825990344576816,-42.06041572998275,2024-07-22,-47.0213494027428,0.4448828541563818,0.4768986361217205,10.0
-71.19297183693627,-57.0267208469913,-53.08735712991969,-50.35292164186912,-47.63477236988956,-46.232678315344145,-43.74970931920084,2024-07-23,-64.98808622582698,1.4154168294509792,1.3584090100063453,10.0
-172.9920744220292,-91.34653213647175,-62.24941203205286,-56.7067462369844,-51.916131833561,-49.65698954149736,-46.22970966980411,2024-07-24,-113.52561186014293,1.316790651826729,1.4039673554949066,10.0
-296.35096504066183,-142.162938941489,-78.11310546372268,-68.23712889684397,-59.93217692830953,-56.13224630339051,-50.753221567557354,2024-07-25,-97.18022175833228,1.3279933034653717,1.4802751373506704,10.0
-433.00347431302407,-185.2829811855413,-98.4418528482301,-83.54669283247588,-70.89697920622646,-65.13951238889064,-57.19016006244676,2024-07-26,-106.68051477332486,1.3694746197944143,1.5442986798380458,10.0
-589.3586823713234,-229.62689151412016,-124.14258723153334,-102.95741410696809,-84.81952846625408,-76.59616426866965,-65.45806129151761,2024-07-27,-123.4268855738816,1.4392539004510947,1.634034779360989,10.0
-793.6635071459572,-284.95775516117334,-159.00394880746575,-128.7096306917858,-102.84983011494981,-91.24037790577475,-75.91417845087201,2024-07-28,-149.3539440370445,1.549118762989689,1.7700042021327793,10.0
-885.2801207622498,-323.9543597976816,-201.27924371260414,-160.59047151089197,-125.27881203309818,-109.42422953419054,-88.84404645849487,2024-07-29,-176.56713389888802,1.5470515003091398,1.784871603910118,10.0
-1076.714962602529,-395.65506807622796,-252.63724531567019,-199.47893542685017,-152.73401146082747,-131.67141648482763,-104.61032359987621,2024-07-30,-215.22107582668417,1.552977388524601,1.8090674259910644,10.0
-1334.1350565951705,-476.17414707904464,-325.5575765333079,-253.4450057870329,-189.35549176000887,-160.64199929277123,-124.52753430410148,2024-07-31,-265.4352900797569,1.6240117322034804,1.9225300703430364,10.0
-311.33519316674085,-252.68200229974713,-338.9523996253426,-285.2096139891058,-220.5818715108432,-188.68181309218502,-145.73043339990272,2024-08-01,-265.74597938651027,1.1971809298488088,1.4558556012296684,10.0
-145.50118011088057,-205.6467822160997,-270.8713525891164,-251.77540030333716,-216.13414924588824,-194.88214800426636,-158.3601699085198,2024-08-02,-195.69846342501447,0.7255075394275232,0.7898854971108524,10.0
-108.14781730166393,-139.53790907801573,-223.20678838544654,-219.05503756745875,-201.03706347320616,-188.63616635990218,-162.51994158012857,2024-08-03,-119.07366956107947,1.212320553230216,0.9843077498432697,10.0
-505.3867377569104,-321.2318575397349,-219.4857226124897,-206.67562912313926,-191.44161162134768,-182.5316330246179,-163.64261135363643,2024-08-04,-460.4685945562194,1.6863630730337467,1.4041903489855956,10.0
-618.8240928583858,-392.4199039729734,-303.0145334698853,-259.4780881267964,-220.50045207798652,-202.4266993718515,-176.00234547229863,2024-08-05,-275.90663783809816,1.1394128339217438,1.3418840664466907,10.0
-797.5975138646885,-483.91501588926707,-381.76830289780173,-324.09366836785614,-266.5361283286926,-238.9274805925983,-200.04929010198856,2024-08-06,-331.2401313321975,1.1899492052664518,1.46470117348353,10.0
-1008.3497880047626,-595.8695656517567,-495.19753828376804,-413.25453836306383,-329.6450271804032,-289.2982861750323,-233.8429627796335,2024-08-07,-406.9902213030688,1.2962522498975715,1.6542614917506357,10.0
-987.7399120113247,-565.6598342144625,-498.2275160800487,-451.3935080916364,-377.7869611766244,-335.7487323851686,-269.8553355781755,2024-08-08,-386.4825767016629,0.7817192795122244,1.1290260100000478,10.0
-1182.4057288374788,-760.4653969673923,-636.6272044395361,-540.9127214179587,-439.36509013981646,-387.70905870020727,-309.18503425293903,2024-08-09,-523.5894274162224,1.1517135716929308,1.533949763659547,10.0
-1393.3195901417546,-783.6464635079445,-718.39782157623,-650.4517520544858,-535.1419219875658,-468.4574458065323,-364.2936895051371,2024-08-10,-551.7207022410387,1.0291095049027976,1.507230715264316,10.0
-1631.7012875684989,-936.962032788209,-827.4845222413386,-742.7905080531101,-621.2118842534484,-549.8260259342642,-426.499271434956,2024-08-11,-640.2081877825163,0.9954645389731595,1.5076751119901108,10.0
-1921.601367948447,-973.8624936104985,-808.120378234822,-773.3255743338707,-682.4317688286455,-618.5978500714145,-487.3350701012336,2024-08-12,-606.5451980102512,0.6440368211649977,1.151022128654199,10.0
-243.08206749771156,-342.4688813292279,-768.4950156444968,-765.075851280574,-691.4697113236523,-639.0040661132125,-521.9379090351115,2024-08-13,-633.8058034310988,0.49107086907152775,0.8501252816642951,10.0
-4955.713370708438,-1552.1714690502722,-715.0191244112301,-681.0576396527255,-622.7437004275852,-584.4668307402661,-502.21028661352574,2024-08-14,-3513.498765174233,2.337349261971914,1.6548769530763952,10.0
-1525.5187897260935,-997.9925154621084,-794.26538793231,-742.1141721125416,-668.3580480382253,-625.2534329852242,-537.7851658827749,2024-08-15,-665.9000103820772,0.499734504747959,0.8511639265991735,10.0
-1649.5696890964418,-1047.0179633813482,-869.0068071322003,-828.2797976529563,-749.9270717919854,-699.3592548480527,-594.3303025117709,2024-08-16,-728.4111376780456,0.5961203318319389,1.0331483051033914,10.0
-1877.3963211295477,-1082.632247420518,-859.0152647782928,-835.0862113997573,-783.1855555419712,-745.0820399735146,-644.6850733972808,2024-08-17,-701.8042573123131,0.352012330777583,0.7757437083205827,10.0
-0.0,-4.342009414921708,-185.77645722225225,-493.26709082022916,-656.4019467177409,-680.1583617667015,-629.8967209553875,2024-08-18,-595.7517469315871,0.04928695634037652,0.15924211926742515,10.0
-1.8582198779066137,-8.978277379952173,-59.308968151728195,-118.36666873977319,-244.23787453606516,-332.34482410360306,-474.3355090304684,2024-08-19,-3.3673264171243575,2.4650979305407383,0.28426905161190563,10.0
-10.940451065394443,-28.023729964202374,-79.18143914348325,-107.73223913108673,-160.06090850576615,-195.8538965854289,-291.1116513650472,2024-08-20,-23.182621127661893,2.69955002452567,1.0450246957598204,10.0
-37.391335313312766,-62.17311647467159,-108.52871674647835,-125.71770832055465,-155.9972414813526,-176.34527239936568,-233.3763911647927,2024-08-21,-50.53772072769466,1.9738654619120592,1.1348690838215347,10.0
-110.92337199267912,-114.09531736281204,-133.70493057256746,-143.81495858483595,-164.37821179592567,-178.45957421289324,-217.77359857690524,2024-08-22,-114.91019600533438,1.298072972932867,1.0119397988675924,10.0
-261.41732195778917,-191.61692606967452,-169.6098847964323,-171.59224134731383,-182.28749960709843,-190.55824787165423,-217.0071651349665,2024-08-23,-234.1020033580664,1.0347443822657465,1.1240993652189593,10.0
-444.78564165252396,-335.83349980957905,-242.59833578370632,-226.7931576511327,-220.8467031667108,-220.8963359983606,-231.92262258131737,2024-08-24,-277.1881311385794,1.0940550059229874,1.319097563229282,10.0
-518.630295420015,-386.55225539104634,-340.91673091114285,-305.92143573167823,-278.9076777994978,-268.3522911157021,-261.56888727979265,2024-08-25,-323.62991344736724,1.017805625584736,1.3314561513870202,10.0
-137.36860175422456,-183.99436618385792,-325.93380574228354,-324.6376528253493,-309.50583685668465,-300.1085942260373,-286.75485534959904,2024-08-26,-308.06342387408455,0.3485210715630611,0.5558922710941234,10.0
-412.19231616367273,-326.41557761504913,-307.30177472067464,-306.7466236883374,-302.9887841750834,-299.9811999048992,-292.92507407973187,2024-08-27,-406.3266766367939,1.0198209528463202,0.9715206937161586,10.0
-606.8116826587091,-548.8920313313383,-418.2797506503427,-376.0966119235792,-343.04500854135375,-328.9189091382869,-310.71485687035215,2024-08-28,-436.00865936392665,0.9941998341835292,1.2924467737420613,10.0
-784.8371096720373,-560.8132271838266,-543.0338783700868,-485.2178905801983,-422.7326061553909,-392.280762706321,-350.25809505726977,2024-08-29,-477.80359055706447,0.9130063066668435,1.3255772712620244,10.0
-1018.7530907527087,-777.8372498427693,-631.5148172741432,-574.2094963866201,-502.407195763696,-463.27061876590324,-400.76065965899795,2024-08-30,-568.8284437280165,0.8795485938278911,1.3461503958846914,10.0
-1236.1871761732664,-796.3129915728249,-765.9276600018338,-694.7253691934409,-599.3192318408171,-546.9074756223418,-460.69217585949696,2024-08-31,-637.3431791913356,0.8450263327308722,1.3784730147481015,10.0
-1436.3593910994528,-911.1141274207956,-794.459439146123,-759.7603105780064,-681.3791217317245,-629.1661259754532,-525.9087426794629,2024-09-01,-662.689002399721,0.6338154032972452,1.2024652008574197,10.0
-1618.482389464538,-954.3107367452134,-845.4677004018655,-799.4166566944929,-725.9734445477955,-679.7446222977358,-577.5771428260726,2024-09-02,-694.238991376752,0.49150427107848493,1.0203330551827503,10.0
-1725.9682597001665,-997.9657234045367,-813.5218323528952,-777.6012690858754,-726.2017585593884,-692.870528988966,-606.6595779278058,2024-09-03,-631.8191117356279,0.2209835671775669,0.650826949154081,10.0
-1817.3519780905458,-1028.7645205359677,-828.8579660446196,-806.3940417869933,-755.2683754063887,-720.3591927927075,-636.3597184356295,2024-09-04,-702.8898668798878,0.3123191246995382,0.7296292842328846,10.0
-1010.3379991967637,-778.2360623196236,-821.3522210438016,-805.972717181597,-764.9019253894306,-735.9369796096696,-659.7705110451473,2024-09-05,-706.6684992096697,0.2258013449779379,0.5508204232978595,10.0
-4.467556451536984,-36.217594280242615,-411.11173708757815,-627.3908545032166,-701.4982660345495,-705.0916620853764,-657.0386347703173,2024-09-06,-504.4989282968471,0.0919083959903697,0.2641338475808274,10.0
-22.223547041526793,-115.49983229452364,-375.8145558652049,-462.4187339883293,-549.0429697805573,-587.8957688694964,-604.7977316502394,2024-09-07,-33.34033312521004,2.9468809090956802,0.9777899087494919,10.0
-99.06412691618004,-197.49198608010315,-378.57599029574743,-432.63872135187324,-490.0758081799466,-518.5086403289621,-549.744357321322,2024-09-08,-95.49791556718138,1.9932931031422214,0.9239604851283315,10.0
-0.0,-2.4867215991561786,-85.55493412743225,-247.66772719787798,-396.36200474292224,-454.99917169039077,-508.19429904663957,2024-09-09,-0.1595382169187579,0.6382933139873623,0.13496311037301584,10.0
